CustomerID,Name,Email,Age,Gender,Location,ProductID,Category,Subcategory,Price,Weight,Dimensions,OrderID,Date_Order,TotalAmount,ShippingMethod,Status,InventoryID,StockLevel,RestockThreshold,LastRestockDate,WarehouseID,Location_warehouse,Capacity,SupplierID,Company,Location_Supplier,QualityScore
8046,Jennifer Sandoval,pmurray@example.org,52,Male,Barrerachester,3,Furniture,Cabinets,869.02,34.81,45x34x3,8046,16/02/2022,€1944.0,Express,Cancelled,8046,498,366,2022-01-29,435,Robynland,10387,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8047,Olivia Powers,keith40@example.net,61,Female,South Sharonside,10,Electronics,Laptops,520.64,48.42,5x44x10,8047,18/12/2022,£2747.97,Express,Pending,8047,712,340,2021-12-21,393,Marquezchester,5868,3,Johnson-Rodriguez,Katherineborough,7.4
8048,Michael Johnston,shieldstammy@example.net,59,Male,South Eric,13,Electronics,Headphones,604.88,30.21,19x17x23,8048,04-28-2023,€1030.46,Express,Delivered,8048,785,105,2022-02-24,193,Markmouth,15936,9,Johnson-Rodriguez,Katherineborough,7.81
8049,Christopher Howard,zprice@example.com,18,Female,Jacksonfort,9,Furniture,Beds,790.45,5.54,48x15x14,8049,2023-01-11,€513.09,Standard,Shipped,8049,37,61,2022-08-23,79,East Tyler,8422,9,Johnson-Rodriguez,Katherineborough,7.81
8050,Ryan Martinez II,timothy39@example.org,26,Female,Reesemouth,48,Clothing,Jeans,980.1,28.45,4x10x22,8050,2023-08-11,$3921.05,Express,Delivered,8050,5,488,2020-12-27,231,Teresaland,16828,9,Johnson-Rodriguez,Katherineborough,7.81
8051,Danny Nguyen,maryberg@example.com,33,Male,Thomasview,16,Furniture,Tables,430.46,4.66,4x6x8,8051,2021-02-17,$1199.85,Two-day,Shipped,8051,617,66,2020-12-26,11,South Katieshire,18348,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8052,Joseph Perkins,sbishop@example.net,49,Male,Lake Craig,10,Electronics,Laptops,720.6,1.29,44x20x2,8052,2021-03-13,£647.22,Express,Delivered,8052,247,67,2021-10-21,423,North Susan,19288,3,Johnson-Rodriguez,Katherineborough,7.4
8053,Anne Rogers,ashley55@example.com,44,Male,Lake Victoria,16,Furniture,Tables,112.56,3.37,3x40x34,8053,16/05/2022,£942.95,Two-day,Cancelled,8053,443,317,2022-04-14,83,East Travis,11699,2,Miller-Pearson,Clarkmouth,9.83
8054,Olivia Bond,claytoncasey@example.org,44,Male,Davidfurt,16,Furniture,Tables,171.65,20.72,50x5x19,8054,2023-05-06,$3295.48,Standard,Cancelled,8054,260,304,2020-09-17,473,Jamieside,13668,6,Morgan LLC,New Marktown,2.48
8055,Carla Gray,gpetty@example.net,27,Female,West Debbiestad,2,Electronics,Mobile Phones,865.15,10.91,28x48x28,8055,2021-10-31,$77.0,Standard,Cancelled,8055,587,297,2021-01-14,499,Port Bobbyfort,6962,7,Miller Group,Clarkmouth,6.56
8056,Brett Cox,qpowell@example.org,30,Female,Taylormouth,2,Electronics,Mobile Phones,308.81,16.3,44x5x27,8056,23/10/2021,€3784.6,Express,Cancelled,8056,931,348,2020-12-06,169,Edwardshire,8032,3,Johnson-Rodriguez,Katherineborough,7.4
8057,Frank Fuller,pamelamiller@example.org,31,Female,Lake Brent,1,Electronics,Cameras,778.66,11.46,38x50x7,8057,19/04/2022,€847.3,Express,Cancelled,8057,233,146,2022-05-09,278,Amybury,13692,6,Morgan LLC,New Marktown,2.48
8058,Mark Wilson,xjones@example.com,43,Female,Leeview,48,Clothing,Jeans,746.68,44.93,41x35x48,8058,2022-02-02,£1567.3,Standard,Shipped,8058,273,266,2022-07-18,352,North Melissa,5044,5,Morgan LLC,Port Robynmouth,1.23
8059,Phillip Scott,jamesclark@example.net,31,Female,Robinsonport,48,Clothing,Jeans,584.43,26.44,47x42x37,8059,2021-05-02,€4586.4,Standard,Cancelled,8059,253,166,2021-12-20,111,Melodyhaven,8492,6,Morgan LLC,New Marktown,2.48
8060,Christian Hancock,amartinez@example.com,46,Male,Nicholasmouth,0,Electronics,Smart Watches,143.17,24.21,8x30x29,8060,2021-12-16,$1023.84,Two-day,Delivered,8060,877,335,2021-08-30,157,Lake Jameston,10945,9,Johnson-Rodriguez,Katherineborough,7.81
8061,Vanessa Day,adam80@example.com,31,Male,Port Amyfort,2,Electronics,Mobile Phones,947.35,29.35,44x11x21,8061,24/08/2023,£220.86,Standard,Cancelled,8061,566,226,2021-06-24,67,South David,15680,8,Parks-Gallegos,Jenkinsside,6.82
8062,Victor Clark,mcollins@example.com,57,Female,Evansport,1,Electronics,Cameras,501.98,18.42,28x5x7,8062,09/06/2022,€783.05,Express,Delivered,8062,431,58,2021-02-08,159,West Kelsey,8844,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8063,Amy Lindsey,bwelch@example.com,53,Male,Cunninghamfurt,2,Electronics,Mobile Phones,686.34,3.44,13x49x9,8063,2021-06-01,€1189.92,Standard,Cancelled,8063,213,190,2021-01-07,393,Marquezchester,5868,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8064,Donna Williams,lori15@example.net,38,Female,Smithville,4,Clothing,T-Shirts,937.85,3.97,14x13x43,8064,2023-01-09,$4348.65,Express,Pending,8064,948,356,2021-02-12,471,Mistyhaven,18512,8,Parks-Gallegos,Jenkinsside,6.82
8065,Kenneth Dixon,ywright@example.net,20,Female,Lake Michael,8,Clothing,Shoes,138.92,2.1,24x17x40,8065,20/09/2021,$1686.64,Two-day,Delivered,8065,664,471,2022-04-13,292,Jennifermouth,17353,2,Miller-Pearson,Clarkmouth,9.83
8066,Juan Sanchez,sarah66@example.org,60,Male,Holdenport,13,Electronics,Headphones,432.05,16.0,4x28x22,8066,12/11/2020,$1321.2,Two-day,Shipped,8066,233,385,2020-09-18,496,Mercadoburgh,19810,2,Miller-Pearson,Clarkmouth,9.83
8067,Amy Smith,mckinneycraig@example.com,35,Female,Frederickburgh,0,Electronics,Smart Watches,43.0,14.47,19x40x30,8067,12-09-2020,€2998.32,Express,Delivered,8067,431,267,2022-05-14,434,North Matthewville,6096,0,Johnson-Rodriguez,Port Robynmouth,
8068,John Hendricks,erin41@example.org,45,Male,West Isaiahborough,4,Clothing,T-Shirts,485.93,42.87,21x2x21,8068,09/07/2021,$1918.38,Standard,Cancelled,8068,170,63,2021-04-08,168,West Tracey,10014,0,Johnson-Rodriguez,Port Robynmouth,
8069,Monica Watts,brogers@example.com,45,Female,Hudsonville,4,Clothing,T-Shirts,477.27,43.26,28x38x9,8069,05-02-2022,$1296.64,Standard,Shipped,8069,144,134,2022-02-02,67,South David,15680,6,Morgan LLC,New Marktown,2.48
8070,Michelle Roth,susan84@example.org,22,Male,North Tracy,1,Electronics,Cameras,165.53,25.11,27x15x24,8070,07/01/2023,€503.96,Express,Delivered,8070,126,467,2022-06-28,400,Lake Christopherfort,5864,3,Johnson-Rodriguez,Katherineborough,7.4
8071,Alexis Clark,cookgregory@example.com,69,Male,Hunterside,12,Clothing,Dresses,522.25,30.78,26x38x11,8071,2023-08-03,€187.28,Express,Delivered,8071,550,340,2022-08-08,8,New Mariafort,18377,5,Morgan LLC,Port Robynmouth,1.23
8072,Felicia Rhodes,moorejanice@example.com,39,Male,Gilesmouth,8,Clothing,Shoes,566.99,18.15,40x22x27,8072,06/06/2021,£4044.4,Two-day,Delivered,8072,565,59,2021-05-15,230,Port Meganport,8951,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8073,Rachel Smith,rtaylor@example.org,25,Male,Port Nathan,1,Electronics,Cameras,937.65,29.78,49x18x10,8073,04-23-2023,£1349.61,Express,Cancelled,8073,154,105,2020-09-29,215,Lake Robert,7899,8,Parks-Gallegos,Jenkinsside,6.82
8074,Katelyn Smith,davidsonjason@example.org,51,Male,Michaelton,4,Clothing,T-Shirts,549.85,1.77,35x41x15,8074,18/09/2022,£656.32,Two-day,Delivered,8074,908,24,2021-05-01,238,South Jamie,15423,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8075,Michael Nguyen,christopher80@example.com,49,Female,Gabrielhaven,6,Furniture,Chairs,248.96,27.54,24x39x7,8075,2022-08-24,€936.59,Standard,Pending,8075,126,136,2022-08-11,226,East Daniel,17215,8,Parks-Gallegos,Jenkinsside,6.82
8076,Angela Francis,nicholas32@example.com,21,Female,East Jamesfurt,2,Electronics,Mobile Phones,232.85,47.69,33x36x24,8076,05-07-2023,€943.68,Standard,Pending,8076,362,425,2021-11-15,218,East Brandonville,5696,2,Miller-Pearson,Clarkmouth,9.83
8077,Courtney Robinson,rebeccawatts@example.org,42,Female,Kennethburgh,4,Clothing,T-Shirts,793.41,19.47,33x19x26,8077,2021-09-05,£3314.92,Two-day,Pending,8077,244,354,2022-07-06,396,Lake Kristy,10543,5,Morgan LLC,Port Robynmouth,1.23
8078,Morgan Lopez,ahowell@example.com,70,Male,Kellermouth,21,Furniture,Sofas,83.53,46.1,22x3x39,8078,2023-07-10,€1759.82,Express,Delivered,8078,70,427,2022-05-08,479,Victortown,17609,6,Morgan LLC,New Marktown,2.48
8079,Douglas Flynn,dianawade@example.net,33,Male,New Randall,4,Clothing,T-Shirts,565.14,1.48,35x39x49,8079,09-29-2020,£939.14,Standard,Pending,8079,474,401,2022-01-08,187,Lisaborough,7675,5,Morgan LLC,Port Robynmouth,1.23
8080,Jose Winters,andersoncrystal@example.org,50,Male,West Sara,6,Furniture,Chairs,869.92,45.06,32x36x50,8080,18/01/2023,£615.11,Express,Shipped,8080,311,169,2022-01-21,393,Marquezchester,5868,8,Parks-Gallegos,Jenkinsside,6.82
8081,Jessica Rogers,grodriguez@example.com,56,Female,East Juan,48,Clothing,Jeans,477.35,12.48,38x17x12,8081,06-19-2021,€1109.86,Standard,Pending,8081,999,233,2021-09-08,372,Richardmouth,7361,7,Miller Group,Clarkmouth,6.56
8082,Christine Greene,mindy80@example.com,49,Female,South Erin,2,Electronics,Mobile Phones,766.48,33.78,13x36x16,8082,2022-10-18,£1687.52,Express,Pending,8082,275,258,2022-08-11,453,Port Georgefort,11228,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8083,Nicholas Walker,carpenterdwayne@example.net,30,Male,Nelsonside,48,Clothing,Jeans,722.61,14.34,8x8x16,8083,19/09/2021,£21.51,Two-day,Cancelled,8083,560,67,2021-01-28,232,South Toddburgh,15383,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8084,Jonathan Norton,myerscarly@example.net,26,Male,East Shannonmouth,16,Furniture,Tables,312.44,20.62,31x48x38,8084,29/05/2022,$568.68,Two-day,Cancelled,8084,540,269,2022-05-19,50,Maryport,8760,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8085,Barbara Carter,hawkinsmichael@example.net,63,Male,Port Wayne,9,Furniture,Beds,238.73,28.71,33x35x35,8085,2021-06-23,£741.79,Express,Shipped,8085,646,359,2022-08-10,439,Maddoxton,18200,9,Johnson-Rodriguez,Katherineborough,7.81
8086,Christina Adams,uwong@example.org,62,Male,Port Scottberg,12,Clothing,Dresses,491.31,40.09,16x43x25,8086,01-31-2022,£450.5,Two-day,Delivered,8086,76,164,2022-08-16,450,Port Rachel,6130,5,Morgan LLC,Port Robynmouth,1.23
8087,Paula Myers MD,justinweber@example.net,67,Male,New Amber,1,Electronics,Cameras,517.02,30.75,44x17x29,8087,04-23-2022,€2675.84,Standard,Pending,8087,667,187,2022-04-21,419,East Susan,13628,2,Miller-Pearson,Clarkmouth,9.83
8088,Leslie Lynch,davidparker@example.net,69,Female,Glasston,12,Clothing,Dresses,777.42,9.02,4x7x43,8088,09-17-2022,€297.88,Express,Shipped,8088,846,124,2022-03-09,94,Aliciafurt,15318,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8089,Michael Gentry,unewman@example.net,62,Female,West Connor,8,Clothing,Shoes,738.2,21.15,26x50x44,8089,2023-08-29,$2883.08,Standard,Pending,8089,307,468,2021-04-24,476,Karenchester,6446,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8090,Lisa Henderson,progers@example.net,60,Female,Kellyburgh,9,Furniture,Beds,189.88,8.91,9x41x28,8090,14/10/2022,$3928.24,Standard,Delivered,8090,949,484,2021-11-15,478,Tanyastad,15529,5,Morgan LLC,Port Robynmouth,1.23
8091,Colton Rice,pennylewis@example.net,45,Female,Hughesport,2,Electronics,Mobile Phones,26.3,19.27,36x20x45,8091,05-20-2021,$360.16,Express,Delivered,8091,376,40,2021-02-09,138,Johnview,6943,2,Miller-Pearson,Clarkmouth,9.83
8092,Eric Williams,robinsonjoshua@example.org,23,Male,Smithfort,6,Furniture,Chairs,886.95,49.21,31x1x46,8092,26/05/2022,€3405.16,Standard,Cancelled,8092,577,120,2022-05-29,113,New Michael,16238,6,Morgan LLC,New Marktown,2.48
8093,Angel Watson,csutton@example.com,62,Male,Josephshire,2,Electronics,Mobile Phones,555.31,3.27,28x18x46,8093,15/12/2020,£1717.2,Two-day,Pending,8093,161,147,2020-09-09,291,Dannyport,11559,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8094,Nathan Vasquez,jesus91@example.net,33,Female,South Jameston,8,Clothing,Shoes,901.96,43.04,50x34x32,8094,2021-06-25,$1565.18,Express,Pending,8094,447,49,2020-09-17,385,East Dawn,13035,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8095,Michelle Goodwin,poncejeffery@example.net,56,Male,North Jonathanville,4,Clothing,T-Shirts,462.54,17.6,43x26x5,8095,11-24-2022,$1505.24,Two-day,Shipped,8095,555,10,2020-12-14,139,Lake Craig,7278,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8096,Heather Ramirez,mlogan@example.org,51,Male,Braychester,8,Clothing,Shoes,783.16,27.22,48x35x15,8096,04/05/2021,€723.2,Standard,Pending,8096,698,287,2022-06-23,131,Port Darrenburgh,11911,6,Morgan LLC,New Marktown,2.48
8097,Kylie Edwards,lauramontgomery@example.org,65,Male,Rebekahview,6,Furniture,Chairs,281.24,37.18,18x25x19,8097,2021-10-08,€702.75,Express,Cancelled,8097,854,424,2021-02-01,189,North Rebecca,15747,3,Johnson-Rodriguez,Katherineborough,7.4
8098,Eric Ballard,marykramer@example.net,23,Male,Jennifermouth,13,Electronics,Headphones,180.54,4.23,32x10x34,8098,05-22-2022,£643.43,Standard,Cancelled,8098,900,345,2020-12-31,11,South Katieshire,18348,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8099,Colleen Torres,kathy65@example.org,63,Female,Smithmouth,21,Furniture,Sofas,216.84,38.15,7x22x37,8099,08-01-2021,£505.86,Two-day,Cancelled,8099,419,417,2022-08-29,390,North Leah,16544,7,Miller Group,Clarkmouth,6.56
8100,Heather Mcbride,,82,Male,Nelsonport,11,Clothing,Hats,71.59,6.54,8x32x19,8100,2022-07-10,£2364.36,Express,Delivered,8100,228,409,2021-09-02,56,South Kristinmouth,14672,8,Parks-Gallegos,Jenkinsside,6.82
8101,Michael Garcia,brian92@example.net,23,Male,East Coreyview,2,Electronics,Mobile Phones,12.98,16.0,20x23x30,8101,2022-11-15,$253.54,Express,Cancelled,8101,752,149,2022-06-20,401,West Kaylaview,8582,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8102,Michael Joseph,wadams@example.com,31,Male,South Michelle,48,Clothing,Jeans,404.95,10.77,14x28x27,8102,03-17-2023,€378.34,Express,Delivered,8102,750,426,2021-11-02,41,East Rodney,7172,3,Johnson-Rodriguez,Katherineborough,7.4
8103,Mark Parker,jvincent@example.net,25,Male,Gregorychester,12,Clothing,Dresses,53.09,38.59,6x30x21,8103,08-17-2022,$1383.74,Two-day,Cancelled,8103,609,474,2022-06-04,121,North Rodneyfurt,8821,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8104,Kevin Holland,dorseynathaniel@example.org,35,Male,West Christopher,21,Furniture,Sofas,154.28,18.02,34x44x1,8104,08-10-2022,$533.46,Standard,Shipped,8104,864,94,2021-11-16,267,Christianborough,11229,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8105,Julia Vazquez,contrerasjennifer@example.com,68,Female,East Johnny,4,Clothing,T-Shirts,670.1,23.07,28x23x14,8105,2023-06-29,£2808.93,Two-day,Shipped,8105,808,261,2022-05-07,363,Brianville,14634,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8106,Anna Carroll,ryanjohnson@example.com,48,Female,South Mistyville,0,Electronics,Smart Watches,971.76,11.95,33x40x42,8106,23/05/2023,$1116.82,Express,Cancelled,8106,726,438,2021-08-22,205,New Jeffrey,7834,2,Miller-Pearson,Clarkmouth,9.83
8107,Bradley Jordan,mdavis@example.net,35,Female,Brownmouth,3,Furniture,Cabinets,798.93,44.27,5x10x44,8107,08-03-2023,£1451.1,Standard,Shipped,8107,574,340,2022-07-23,238,South Jamie,15423,0,Johnson-Rodriguez,Port Robynmouth,
8108,Michael Jones,elizabethhickman@example.org,59,Female,Port Cody,4,Clothing,T-Shirts,999.39,2.95,48x10x9,8108,2021-07-31,$1635.84,Standard,Pending,8108,275,463,2022-06-08,246,New Ashley,13209,5,Morgan LLC,Port Robynmouth,1.23
8109,Virginia Robinson,jsims@example.net,22,Male,Rebeccastad,11,Clothing,Hats,715.06,38.47,13x17x44,8109,2021-03-25,$1020.2,Standard,Cancelled,8109,144,266,2021-01-30,68,East Ronaldborough,14259,3,Johnson-Rodriguez,Katherineborough,7.4
8110,Timothy Wood,hannah42@example.com,34,Female,New Rebeccaville,10,Electronics,Laptops,850.0,3.14,35x5x43,8110,2022-08-15,€978.22,Standard,Delivered,8110,750,77,2022-04-15,13,Cameronside,13847,2,Miller-Pearson,Clarkmouth,9.83
8111,Sara Cummings,michael73@example.net,25,Female,Jessicaport,0,Electronics,Smart Watches,828.51,46.33,29x10x42,8111,05-02-2023,£598.98,Express,Cancelled,8111,222,25,2022-06-16,492,Cainshire,18296,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8112,Aaron Pennington,qbaker@example.org,31,Female,Martinezside,1,Electronics,Cameras,842.47,31.49,15x26x34,8112,08-27-2021,£2701.89,Standard,Delivered,8112,34,47,2021-10-24,238,South Jamie,15423,0,Johnson-Rodriguez,Port Robynmouth,
8113,Jonathan Cervantes,paul57@example.org,51,Male,Brandimouth,16,Furniture,Tables,864.51,25.28,39x18x50,8113,02/12/2021,€1827.9,Express,Cancelled,8113,691,257,2021-01-18,303,Mariaburgh,14031,7,Miller Group,Clarkmouth,6.56
8114,Terry Alexander,jeffrey37@example.net,47,Male,Port Catherine,2,Electronics,Mobile Phones,587.21,33.41,42x34x30,8114,08-19-2021,£4653.75,Standard,Delivered,8114,564,30,2021-11-16,195,West Maryview,19788,6,Morgan LLC,New Marktown,2.48
8115,Angela Hester,thomascooper@example.net,65,Male,Lake Michellebury,8,Clothing,Shoes,332.55,39.05,13x29x1,8115,07-31-2023,€613.95,Two-day,Delivered,8115,55,40,2022-08-28,263,Catherinehaven,5201,2,Miller-Pearson,Clarkmouth,9.83
8116,Robert Silva,nwatson@example.org,53,Male,North Saraburgh,6,Furniture,Chairs,731.31,32.5,2x5x5,8116,03-30-2021,€735.73,Express,Shipped,8116,919,194,2022-03-26,441,Jamesborough,12091,5,Morgan LLC,Port Robynmouth,1.23
8117,Kayla Norman,oavery@example.net,48,Female,South Christineland,6,Furniture,Chairs,645.75,39.73,32x31x43,8117,23/07/2021,$57.08,Standard,Shipped,8117,711,410,2020-11-21,381,Lake Bradley,9229,0,Johnson-Rodriguez,Port Robynmouth,
8118,Antonio Torres,morgan42@example.net,58,Male,Maryhaven,0,Electronics,Smart Watches,732.9,40.26,49x11x4,8118,2022-05-10,$66.54,Express,Delivered,8118,600,97,2021-09-23,276,Port Carlahaven,7441,8,Parks-Gallegos,Jenkinsside,6.82
8119,Marcus Lee,carrie62@example.net,40,Female,Osborneton,13,Electronics,Headphones,199.95,26.8,24x49x9,8119,2020-12-02,€1810.8,Standard,Delivered,8119,625,365,2020-09-09,457,South Kaylaview,5057,0,Johnson-Rodriguez,Port Robynmouth,
8120,Jonathan Grant,jasonrodriguez@example.org,38,Male,North Jasmineville,16,Furniture,Tables,932.88,8.43,10x6x32,8120,08-26-2023,€3293.32,Two-day,Delivered,8120,407,287,2021-06-04,175,West Staceyville,9788,2,Miller-Pearson,Clarkmouth,9.83
8121,Elizabeth Vance,david85@example.com,32,Female,Masseychester,10,Electronics,Laptops,741.26,39.79,15x18x1,8121,11-18-2022,$2902.9,Standard,Pending,8121,103,90,2021-01-24,105,Port Josephside,12058,8,Parks-Gallegos,Jenkinsside,6.82
8122,David Drake,elizabeth24@example.com,27,Female,Mooremouth,12,Clothing,Dresses,185.17,33.77,28x27x6,8122,03/05/2021,$664.63,Standard,Delivered,8122,415,60,2021-01-12,360,Ericville,13688,5,Morgan LLC,Port Robynmouth,1.23
8123,Lisa Wilson,maryreese@example.com,62,Male,North Kevin,1,Electronics,Cameras,331.12,4.95,43x17x48,8123,05-07-2021,£898.95,Two-day,Delivered,8123,824,255,2020-10-20,422,Burnsburgh,9844,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8124,Mary Harris,xtyler@example.com,51,Male,East Christopher,4,Clothing,T-Shirts,849.33,9.71,3x23x22,8124,08-05-2022,$912.0,Express,Pending,8124,177,409,2022-02-24,196,East Cameron,16860,9,Johnson-Rodriguez,Katherineborough,7.81
8125,Paul Hunter,krista51@example.org,39,Male,Samanthaview,48,Clothing,Jeans,521.39,6.2,29x1x45,8125,12-29-2022,€117.72,Standard,Delivered,8125,129,13,2021-09-23,450,Port Rachel,6130,5,Morgan LLC,Port Robynmouth,1.23
8126,Ashley Thompson,anthonygregory@example.org,67,Male,Nguyenport,12,Clothing,Dresses,324.6,28.1,6x2x32,8126,02-15-2021,€1221.9,Two-day,Cancelled,8126,441,293,2021-01-08,6,Dawnport,7291,6,Morgan LLC,New Marktown,2.48
8127,Erin Lewis,ashleyvaldez@example.org,19,Female,East Jeffreyville,8,Clothing,Shoes,335.51,37.13,1x1x49,8127,2020-12-22,€3581.88,Two-day,Cancelled,8127,564,346,2020-11-03,134,Juliestad,9919,9,Johnson-Rodriguez,Katherineborough,7.81
8128,Emily Green,michaeldavis@example.org,25,Female,Kathleenfort,21,Furniture,Sofas,636.74,25.7,16x19x27,8128,05/10/2021,$874.08,Standard,Delivered,8128,687,472,2020-12-29,439,Maddoxton,18200,5,Morgan LLC,Port Robynmouth,1.23
8129,Barbara Conley,valenciavirginia@example.org,65,Male,West Donnaborough,16,Furniture,Tables,406.45,4.4,10x14x22,8129,09/06/2022,£596.1,Express,Pending,8129,698,450,2021-10-10,419,East Susan,13628,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8130,Kristen Anderson,mjohnson@example.net,62,Female,Jeremyburgh,6,Furniture,Chairs,541.41,37.07,34x35x39,8130,2023-08-28,€190.32,Standard,Delivered,8130,900,343,2021-04-30,482,Mendezside,18674,0,Johnson-Rodriguez,Port Robynmouth,
8131,Julia White,tbaker@example.net,53,Female,East Ryan,4,Clothing,T-Shirts,392.0,40.02,18x17x28,8131,05/01/2022,£2124.05,Express,Cancelled,8131,483,377,2020-10-22,403,Woodville,9035,3,Johnson-Rodriguez,Katherineborough,7.4
8132,Nicole Hayes,vwilson@example.net,47,Male,Rhondaberg,0,Electronics,Smart Watches,934.22,12.15,35x34x4,8132,2021-07-19,€283.49,Express,Pending,8132,494,350,2022-05-21,125,Bennetttown,14997,2,Miller-Pearson,Clarkmouth,9.83
8133,Catherine Andersen,jsanders@example.net,48,Male,Carriehaven,1,Electronics,Cameras,212.01,40.26,4x21x32,8133,2021-10-07,£1401.04,Express,Pending,8133,531,55,2022-07-01,108,West Jason,7100,8,Parks-Gallegos,Jenkinsside,6.82
8134,Diane Hinton,bturner@example.org,66,Male,Carlsonshire,0,Electronics,Smart Watches,431.48,16.05,1x31x40,8134,09/11/2020,$1880.04,Express,Delivered,8134,75,134,2022-08-06,231,Teresaland,16828,3,Johnson-Rodriguez,Katherineborough,7.4
8135,Joseph Owens,kelliallen@example.org,44,Female,Novakborough,12,Clothing,Dresses,472.94,20.18,39x10x9,8135,2022-07-08,€172.32,Express,Cancelled,8135,981,423,2022-08-04,32,East Christinafurt,18998,0,Johnson-Rodriguez,Port Robynmouth,
8136,Rebecca Wilson,brett99@example.com,42,Female,Markmouth,2,Electronics,Mobile Phones,954.62,1.84,5x27x34,8136,12-31-2020,$681.48,Two-day,Shipped,8136,461,378,2021-03-10,46,North Ronald,11398,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8137,Thomas Taylor,aschwartz@example.net,46,Male,South Christine,9,Furniture,Beds,354.65,12.49,18x23x22,8137,11/07/2021,€1113.6,Express,Delivered,8137,70,181,2021-08-18,345,Olsonton,6631,2,Miller-Pearson,Clarkmouth,9.83
8138,Jonathan Jones,smithtiffany@example.org,51,Male,Howardfort,12,Clothing,Dresses,312.72,29.77,23x4x3,8138,17/02/2022,£2975.68,Standard,Cancelled,8138,277,437,2020-12-08,59,Port Jenniferborough,14199,9,Johnson-Rodriguez,Katherineborough,7.81
8139,Chad Perez,christopher40@example.com,30,Male,Andrewstad,21,Furniture,Sofas,694.11,7.64,7x10x22,8139,03-29-2023,£229.81,Express,Pending,8139,975,231,2020-11-23,477,New Jessicaburgh,10001,2,Miller-Pearson,Clarkmouth,9.83
8140,Kyle Lee,syoung@example.net,55,Female,West Pamelabury,16,Furniture,Tables,961.53,34.04,20x4x19,8140,23/02/2022,£833.47,Standard,Shipped,8140,966,395,2021-12-17,482,Mendezside,18674,2,Miller-Pearson,Clarkmouth,9.83
8141,Aaron Thomas,qlopez@example.org,39,Female,Tuckerport,12,Clothing,Dresses,957.92,19.39,3x43x16,8141,31/08/2021,£159.43,Two-day,Pending,8141,66,77,2021-12-31,71,Port Jonathan,14077,6,Morgan LLC,New Marktown,2.48
8142,Cassandra Johnson,james65@example.org,36,Female,Savannahview,1,Electronics,Cameras,190.66,14.84,7x23x43,8142,2021-03-14,£1471.0,Standard,Shipped,8142,980,246,2021-12-26,299,North Nicholas,17164,3,Johnson-Rodriguez,Katherineborough,7.4
8143,George Tran,vanessa69@example.net,22,Male,South Patriciaville,12,Clothing,Dresses,143.62,44.66,45x2x12,8143,2021-05-25,$3968.68,Two-day,Shipped,8143,817,385,2020-11-28,35,Lake Edward,10470,8,Parks-Gallegos,Jenkinsside,6.82
8144,Jennifer Smith,karenmiller@example.com,31,Male,Lake Kristopherberg,3,Furniture,Cabinets,208.44,15.83,19x13x26,8144,03-02-2023,$1775.6,Standard,Pending,8144,647,99,2022-05-01,339,Phillipsside,10896,2,Miller-Pearson,Clarkmouth,9.83
8145,Evan Wood,jmyers@example.com,24,Female,Sandrastad,12,Clothing,Dresses,403.81,40.08,27x8x18,8145,03-24-2022,$3545.0,Express,Cancelled,8145,65,249,2021-04-19,196,East Cameron,16860,9,Johnson-Rodriguez,Katherineborough,7.81
8146,Alyssa Diaz,stephen61@example.net,37,Male,North Katherine,48,Clothing,Jeans,369.66,43.86,13x1x50,8146,2022-12-27,€4017.25,Two-day,Shipped,8146,568,353,2022-08-30,98,Whitemouth,9656,2,Miller-Pearson,Clarkmouth,9.83
8147,Danielle Francis,jimmyodom@example.com,68,Male,Taylorburgh,8,Clothing,Shoes,679.59,8.7,50x38x37,8147,09-29-2020,$504.13,Two-day,Pending,8147,948,289,2020-09-12,376,Michaeltown,19771,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8148,Rhonda Bell,hicksjoshua@example.org,33,Male,Valenciafort,12,Clothing,Dresses,580.94,45.3,27x47x13,8148,2021-11-08,$1795.26,Express,Pending,8148,831,278,2022-07-16,10,Loganburgh,12104,2,Miller-Pearson,Clarkmouth,9.83
